locus_tag	ftype	length_bp	gene	EC_number	COG	product
DOEPCFOF_00126	CDS	888	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
DOEPCFOF_00127	CDS	1533	degQ_1	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
DOEPCFOF_00128	CDS	363				hypothetical protein
DOEPCFOF_00129	CDS	297				hypothetical protein
DOEPCFOF_00130	CDS	192				hypothetical protein
DOEPCFOF_00131	CDS	222				hypothetical protein
DOEPCFOF_00132	CDS	183				hypothetical protein
DOEPCFOF_00133	CDS	201				hypothetical protein
DOEPCFOF_00134	CDS	561	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
DOEPCFOF_00135	CDS	234				hypothetical protein
DOEPCFOF_00136	CDS	258				hypothetical protein
DOEPCFOF_00137	CDS	222				hypothetical protein
DOEPCFOF_00138	CDS	1491	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
DOEPCFOF_00139	CDS	6294	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
DOEPCFOF_00140	CDS	297				hypothetical protein
DOEPCFOF_00141	CDS	513				hypothetical protein
DOEPCFOF_00142	CDS	204				hypothetical protein
DOEPCFOF_00143	CDS	132				hypothetical protein
DOEPCFOF_00144	CDS	222				hypothetical protein
DOEPCFOF_00145	CDS	249				hypothetical protein
DOEPCFOF_00146	CDS	159				hypothetical protein
DOEPCFOF_00147	CDS	195				hypothetical protein
DOEPCFOF_00148	CDS	456				hypothetical protein
DOEPCFOF_00149	CDS	348				hypothetical protein
DOEPCFOF_00150	CDS	588				hypothetical protein
DOEPCFOF_00151	CDS	891	yghA	1.-.-.-		putative oxidoreductase YghA
DOEPCFOF_00152	CDS	552				hypothetical protein
DOEPCFOF_00153	CDS	228				hypothetical protein
DOEPCFOF_00154	CDS	1788	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
DOEPCFOF_00155	CDS	375				hypothetical protein
DOEPCFOF_00156	CDS	159				hypothetical protein
DOEPCFOF_00157	CDS	1155	emrK_1		COG1566	putative multidrug resistance protein EmrK
DOEPCFOF_00158	CDS	1611	emrB_1			Multidrug export protein EmrB
DOEPCFOF_00159	CDS	738				hypothetical protein
DOEPCFOF_00160	CDS	1002		1.13.12.16	COG2070	Nitronate monooxygenase
DOEPCFOF_00161	CDS	414				hypothetical protein
DOEPCFOF_00162	CDS	1566				hypothetical protein
DOEPCFOF_00163	CDS	819	dkgB_1	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
DOEPCFOF_00164	CDS	225				hypothetical protein
DOEPCFOF_00165	CDS	453				hypothetical protein
DOEPCFOF_00166	CDS	273				hypothetical protein
DOEPCFOF_00167	CDS	1233	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
DOEPCFOF_00168	CDS	519				hypothetical protein
DOEPCFOF_00169	CDS	1731	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
DOEPCFOF_00170	CDS	1077	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
DOEPCFOF_00171	CDS	1215	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DOEPCFOF_00172	CDS	918	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
DOEPCFOF_00173	CDS	855				hypothetical protein
DOEPCFOF_00174	CDS	1140				hypothetical protein
DOEPCFOF_00175	CDS	1197				hypothetical protein
DOEPCFOF_00176	CDS	1629	dmdB_1	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
DOEPCFOF_00177	CDS	1110				hypothetical protein
DOEPCFOF_00178	CDS	687				hypothetical protein
DOEPCFOF_00179	CDS	978	corA_1		COG0598	Magnesium transport protein CorA
DOEPCFOF_00180	CDS	219				hypothetical protein
DOEPCFOF_00181	CDS	771	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DOEPCFOF_00182	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DOEPCFOF_00183	CDS	642	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DOEPCFOF_00184	CDS	501				hypothetical protein
DOEPCFOF_00185	CDS	966	cbpA_1		COG2214	Curved DNA-binding protein
DOEPCFOF_00186	CDS	774				hypothetical protein
DOEPCFOF_00187	CDS	537	ecfG_1			ECF RNA polymerase sigma factor EcfG
DOEPCFOF_00188	CDS	816	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DOEPCFOF_00189	CDS	600	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
DOEPCFOF_00190	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
DOEPCFOF_00191	CDS	1191				hypothetical protein
DOEPCFOF_00192	CDS	279				hypothetical protein
DOEPCFOF_00193	CDS	1182		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
DOEPCFOF_00194	CDS	1344				hypothetical protein
DOEPCFOF_00195	CDS	1035				hypothetical protein
DOEPCFOF_00196	CDS	762				hypothetical protein
DOEPCFOF_00197	CDS	306	clpS2		COG2127	ATP-dependent Clp protease adapter protein ClpS 2
DOEPCFOF_00198	CDS	342				hypothetical protein
DOEPCFOF_00199	CDS	429	crcB_1			Putative fluoride ion transporter CrcB
DOEPCFOF_00200	CDS	390	crcB_2			Putative fluoride ion transporter CrcB
DOEPCFOF_00201	CDS	1206				hypothetical protein
DOEPCFOF_00202	CDS	870				hypothetical protein
DOEPCFOF_00203	CDS	633				hypothetical protein
DOEPCFOF_00204	CDS	642				hypothetical protein
DOEPCFOF_00205	CDS	384				hypothetical protein
DOEPCFOF_00206	CDS	1059	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
DOEPCFOF_00207	CDS	603				hypothetical protein
DOEPCFOF_00208	CDS	1248	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
DOEPCFOF_00209	CDS	735	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
DOEPCFOF_00210	CDS	555				hypothetical protein
DOEPCFOF_00211	CDS	1929	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
DOEPCFOF_00212	CDS	252	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
DOEPCFOF_00213	CDS	930		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
DOEPCFOF_00214	CDS	1656	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
DOEPCFOF_00215	CDS	759	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
DOEPCFOF_00216	CDS	1239				hypothetical protein
DOEPCFOF_00217	CDS	1776	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
DOEPCFOF_00218	tRNA	75				tRNA-Gln(ttg)
DOEPCFOF_00219	CDS	261				hypothetical protein
DOEPCFOF_00220	CDS	789				hypothetical protein
DOEPCFOF_00221	CDS	1233				hypothetical protein
DOEPCFOF_00222	CDS	585				hypothetical protein
DOEPCFOF_00223	CDS	198				hypothetical protein
DOEPCFOF_00224	CDS	636				hypothetical protein
DOEPCFOF_00225	CDS	672				hypothetical protein
DOEPCFOF_00226	CDS	105				hypothetical protein
DOEPCFOF_00227	CDS	1617				hypothetical protein
DOEPCFOF_00228	CDS	231				hypothetical protein
DOEPCFOF_00229	CDS	1008		3.8.1.3	COG0596	Fluoroacetate dehalogenase
DOEPCFOF_00230	CDS	870				hypothetical protein
DOEPCFOF_00231	CDS	879				hypothetical protein
DOEPCFOF_00232	CDS	726				hypothetical protein
DOEPCFOF_00233	CDS	366				hypothetical protein
DOEPCFOF_00234	CDS	507				hypothetical protein
DOEPCFOF_00235	CDS	537				hypothetical protein
DOEPCFOF_00236	CDS	981	rclR_1		COG2207	RCS-specific HTH-type transcriptional activator RclR
DOEPCFOF_00237	CDS	318				hypothetical protein
DOEPCFOF_00238	CDS	873				hypothetical protein
DOEPCFOF_00239	CDS	5601	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DOEPCFOF_00240	CDS	5160	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DOEPCFOF_00241	CDS	528				hypothetical protein
DOEPCFOF_00242	CDS	105				hypothetical protein
DOEPCFOF_00243	CDS	366	todT_1		COG4566	Response regulator protein TodT
DOEPCFOF_00244	CDS	660	sigF_1		COG1595	ECF RNA polymerase sigma factor SigF
DOEPCFOF_00245	CDS	1041	egtD_1	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
DOEPCFOF_00246	CDS	255				hypothetical protein
DOEPCFOF_00247	CDS	684		2.7.13.3		Blue-light-activated histidine kinase
DOEPCFOF_00248	CDS	516	rclC		COG3059	Inner membrane protein RclC
DOEPCFOF_00249	CDS	1674	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
DOEPCFOF_00250	CDS	615	todT_2		COG4566	Response regulator protein TodT
DOEPCFOF_00251	CDS	975	rhaS_1			HTH-type transcriptional activator RhaS
DOEPCFOF_00252	CDS	870	dhmA_1	3.8.1.5		Haloalkane dehalogenase
DOEPCFOF_00253	CDS	984	ppsC_1	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
DOEPCFOF_00254	CDS	771	bacG_1	1.3.1.-	COG1028	NADPH-dependent reductase BacG
DOEPCFOF_00255	CDS	267				hypothetical protein
DOEPCFOF_00256	CDS	762	mmoC	1.14.13.25	COG0543	Methane monooxygenase component C
DOEPCFOF_00257	CDS	618	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
DOEPCFOF_00258	CDS	1515	aam_1	3.5.1.13	COG0154	Acylamidase
DOEPCFOF_00259	CDS	609				hypothetical protein
DOEPCFOF_00260	CDS	582				hypothetical protein
DOEPCFOF_00261	CDS	1275				hypothetical protein
DOEPCFOF_00262	CDS	912	ureD_1			Urease accessory protein UreD
DOEPCFOF_00263	CDS	303	ureA1_1	3.5.1.5		Urease subunit gamma 1
DOEPCFOF_00264	CDS	576				hypothetical protein
DOEPCFOF_00265	CDS	339	ureB_1	3.5.1.5	COG0832	Urease subunit beta
DOEPCFOF_00266	CDS	1704	ureC1_1	3.5.1.5		Urease subunit alpha 1
DOEPCFOF_00267	misc_RNA	290				5_ureB_sRNA
DOEPCFOF_00268	CDS	699	ureF_1		COG0830	Urease accessory protein UreF
DOEPCFOF_00269	CDS	684	ureG_1		COG0378	Urease accessory protein UreG
DOEPCFOF_00270	CDS	312	tyrA		COG0287	T-protein
DOEPCFOF_00271	CDS	297				hypothetical protein
DOEPCFOF_00272	CDS	354				hypothetical protein
DOEPCFOF_00273	CDS	804	pcaR_1		COG1414	Pca regulon regulatory protein
DOEPCFOF_00274	CDS	747				hypothetical protein
DOEPCFOF_00275	CDS	864	mhpD_1	4.2.1.80		2-keto-4-pentenoate hydratase
DOEPCFOF_00276	CDS	561				hypothetical protein
DOEPCFOF_00277	CDS	972				hypothetical protein
DOEPCFOF_00278	CDS	2331				hypothetical protein
DOEPCFOF_00279	CDS	1092				hypothetical protein
DOEPCFOF_00280	CDS	360				hypothetical protein
DOEPCFOF_00281	CDS	888				hypothetical protein
DOEPCFOF_00282	CDS	1188	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
DOEPCFOF_00283	CDS	681	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DOEPCFOF_00284	CDS	1215				hypothetical protein
DOEPCFOF_00285	CDS	1437				hypothetical protein
DOEPCFOF_00286	CDS	1158				hypothetical protein
DOEPCFOF_00287	CDS	222				hypothetical protein
DOEPCFOF_00288	CDS	1188	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
DOEPCFOF_00289	CDS	1089	Vejaci	5.5.1.25	COG4948	3,6-anhydro-alpha-L-galactonate cycloisomerase
DOEPCFOF_00290	CDS	546				hypothetical protein
DOEPCFOF_00291	CDS	1194	pepT_1	3.4.11.4		Peptidase T
DOEPCFOF_00292	CDS	1248				hypothetical protein
DOEPCFOF_00293	CDS	285				hypothetical protein
DOEPCFOF_00294	CDS	1218	mdtA_2			Multidrug resistance protein MdtA
DOEPCFOF_00295	CDS	3183	mdtB_2			Multidrug resistance protein MdtB
DOEPCFOF_00296	CDS	369				hypothetical protein
DOEPCFOF_00297	CDS	1515				hypothetical protein
DOEPCFOF_00298	CDS	138				hypothetical protein
DOEPCFOF_00299	CDS	360	rssB_1			Regulator of RpoS
DOEPCFOF_00300	CDS	603				hypothetical protein
DOEPCFOF_00301	CDS	981				hypothetical protein
DOEPCFOF_00302	CDS	465				hypothetical protein
DOEPCFOF_00303	CDS	951				hypothetical protein
DOEPCFOF_00304	CDS	276				hypothetical protein
DOEPCFOF_00305	CDS	858				hypothetical protein
DOEPCFOF_00306	CDS	1191				hypothetical protein
DOEPCFOF_00307	CDS	1326				hypothetical protein
DOEPCFOF_00308	CDS	801	xecD	1.1.1.268		2-(R)-hydroxypropyl-CoM dehydrogenase
DOEPCFOF_00309	CDS	555				hypothetical protein
DOEPCFOF_00310	CDS	912	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
DOEPCFOF_00311	CDS	2001	cyoB_1	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
DOEPCFOF_00312	CDS	642	cyoC_1		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
DOEPCFOF_00313	CDS	387				hypothetical protein
DOEPCFOF_00314	CDS	789				hypothetical protein
DOEPCFOF_00315	CDS	1740	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
DOEPCFOF_00316	CDS	450				hypothetical protein
DOEPCFOF_00317	CDS	1020	htrA			Putative serine protease HtrA
DOEPCFOF_00318	CDS	1728	kstD_1	1.3.99.4		3-oxosteroid 1-dehydrogenase
DOEPCFOF_00319	CDS	3477				hypothetical protein
DOEPCFOF_00320	CDS	957				hypothetical protein
DOEPCFOF_00321	CDS	699	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
DOEPCFOF_00322	CDS	1653				hypothetical protein
DOEPCFOF_00323	CDS	825	sugB_1		COG0395	Trehalose transport system permease protein SugB
DOEPCFOF_00324	CDS	939				hypothetical protein
DOEPCFOF_00325	CDS	1326	eltP_1			Erythritol/L-threitol-binding protein
DOEPCFOF_00326	CDS	780	soxA_1	1.8.2.-		SoxAX cytochrome complex subunit A
DOEPCFOF_00327	CDS	318				hypothetical protein
DOEPCFOF_00328	CDS	468				hypothetical protein
DOEPCFOF_00329	CDS	624				hypothetical protein
DOEPCFOF_00330	CDS	1308	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
DOEPCFOF_00331	CDS	2187		1.2.5.2		Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]
DOEPCFOF_00332	CDS	450	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
DOEPCFOF_00333	CDS	1617				hypothetical protein
DOEPCFOF_00334	CDS	1389	ribZ_1			Riboflavin transporter RibZ
DOEPCFOF_00335	CDS	1062	hicd_1	1.1.1.87	COG0473	Homoisocitrate dehydrogenase
DOEPCFOF_00336	CDS	792	cmpC_1	3.6.3.-	COG0715	Bicarbonate transport ATP-binding protein CmpC
DOEPCFOF_00337	CDS	843	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
DOEPCFOF_00338	CDS	1041				hypothetical protein
DOEPCFOF_00339	CDS	840				hypothetical protein
DOEPCFOF_00340	CDS	1002	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
DOEPCFOF_00341	CDS	1101				Ca(2+)/H(+) antiporter
DOEPCFOF_00342	CDS	441				hypothetical protein
DOEPCFOF_00343	CDS	426				hypothetical protein
DOEPCFOF_00344	CDS	171				hypothetical protein
DOEPCFOF_00345	CDS	255				hypothetical protein
DOEPCFOF_00346	CDS	198				hypothetical protein
DOEPCFOF_00347	CDS	744	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DOEPCFOF_00348	CDS	771	tam_2	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
DOEPCFOF_00349	CDS	1011	dctP_1		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
DOEPCFOF_00350	CDS	2049				hypothetical protein
DOEPCFOF_00351	CDS	1929	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
DOEPCFOF_00352	CDS	1071		2.4.1.11	COG0438	Glycogen synthase
DOEPCFOF_00353	CDS	1764	atm1_1		COG5265	ATM1-type heavy metal exporter
DOEPCFOF_00354	CDS	2205				hypothetical protein
DOEPCFOF_00355	CDS	537				hypothetical protein
DOEPCFOF_00356	CDS	1305				putative MFS-type transporter
DOEPCFOF_00357	CDS	699	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
DOEPCFOF_00358	CDS	423	tmoT_1			Response regulator protein TmoT
DOEPCFOF_00359	CDS	618	fixJ_1			Transcriptional regulatory protein FixJ
DOEPCFOF_00360	CDS	1518	fixL_1	2.7.13.3		Sensor protein FixL
DOEPCFOF_00361	CDS	834				hypothetical protein
DOEPCFOF_00362	CDS	426				hypothetical protein
DOEPCFOF_00363	CDS	1650	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
DOEPCFOF_00364	CDS	735				hypothetical protein
DOEPCFOF_00365	CDS	165				hypothetical protein
DOEPCFOF_00366	CDS	876	fixP		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
DOEPCFOF_00367	CDS	1467				hypothetical protein
DOEPCFOF_00368	CDS	486				hypothetical protein
DOEPCFOF_00369	CDS	2193	copA	3.6.3.54		putative copper-importing P-type ATPase A
DOEPCFOF_00370	CDS	165				hypothetical protein
DOEPCFOF_00371	CDS	1203	ynfM			Inner membrane transport protein YnfM
DOEPCFOF_00372	CDS	480				hypothetical protein
DOEPCFOF_00373	CDS	285				hypothetical protein
DOEPCFOF_00374	CDS	711				hypothetical protein
DOEPCFOF_00375	CDS	882	gltC_1			HTH-type transcriptional regulator GltC
DOEPCFOF_00376	CDS	1149				hypothetical protein
